,FIPS,crime_per_10k_y,full_pred,live 2a1w1c,min 1a1c,pct_less_hs,pct_hs,pct_some_college,pct_college,unemployment_rate_2019,median_household_income_2019,Food,Medical,Housing,Transportation,Civic,Other,Required annual income after taxes,Annual taxes,Required annual income before taxes
784,19021,296.20612700344896,337.7097604510073,299.439004018931,299.439004018931,297.5433824125956,289.0181486494427,286.972381796472,302.39042905675194,283.42333979939826,275.27432594533667,275.09058733816266,233.81407684808,244.96799659690146,244.96799659690146,244.96799659690146,246.1262408760658,244.7139017891475,214.64496111298854,191.1186635848463
785,19023,44.38280166435506,317.3225485627388,246.9969039755131,246.9969039755131,244.91787655352812,218.88900869400246,220.68744713891087,235.9133114732724,233.192719617223,231.9089290317052,232.42534853716262,250.45693403603937,237.86452856904137,237.86452856904137,237.86452856904137,239.14106521285666,217.88848530393722,165.37872492246942,129.88851960618138
786,19025,20.844189682126107,306.7544270582717,250.3603459356733,250.3603459356733,239.33350639656396,221.20427718480707,219.45983964377947,239.50572747995622,233.10667817175323,230.4763018735185,230.9927213789759,233.9295324009218,225.30056881013994,225.30056881013994,225.30056881013994,226.5771054539552,208.73643200856586,158.53289316126074,124.9963904888045
787,19027,185.2593631083517,309.74021146811396,283.02897580228984,283.02897580228984,270.3849637657135,256.8716295538972,241.07360024795494,251.09446836236398,237.77135728207026,225.44853586511377,225.96495537057115,213.07346431850507,213.49449077190926,213.49449077190926,213.49449077190926,214.77102741572452,211.6345610895241,161.8818240786014,132.13836643102977
788,19029,241.644437470579,313.19523936298447,286.4008811843183,286.4008811843183,276.88265201239193,246.49242363740794,230.22098269211946,264.6269250315849,256.4219521956538,251.57882832895345,251.63955091002444,229.50945661829155,227.9555993921041,227.9555993921041,227.9555993921041,228.42054152105578,219.11836906770694,170.29187885637134,138.5654478535282
789,19031,114.2824326652501,298.91270465051093,227.55102901216097,227.55102901216097,224.83665835437114,220.31168814428577,219.46955689250743,231.76894036560242,226.81382000108914,218.57149123252898,219.08791073798645,173.61294959179125,175.38037663894042,175.38037663894042,175.38037663894042,175.78933103429688,173.10966372737235,166.494137586373,164.03880587038853
790,19033,462.4085950256762,325.5834839252668,262.6230329360153,262.6230329360153,256.4538888725944,245.49357161901642,243.79565554469517,242.65744735210245,241.03327129726588,244.48278280210522,244.54904616699767,285.5479253005748,298.39861787398604,298.39861787398604,298.39861787398604,300.3697723671937,312.1526543081221,310.062400746854,314.5140557552511
791,19035,124.44046553267682,319.3343797890435,271.4047649399467,271.4047649399467,261.6375140355538,241.14371791071073,238.27628768641856,250.85833456403932,241.99839129321433,231.65997225389668,232.17639175935415,240.05341070618616,230.25312577520046,230.25312577520046,230.25312577520046,231.5296624190157,215.6618914555759,163.3085154827603,131.96258639621877
792,19037,102.95358649789029,308.54597229966527,261.0820239196263,261.0820239196263,259.4089907517138,205.0949642636039,191.9349260759328,207.52817930889356,204.3267125502142,198.1212217123461,197.18559578160304,222.13033555309195,216.08069792403262,216.08069792403262,216.08069792403262,217.3572345678478,205.89082896649919,156.02827949005,127.2165390832564
793,19039,371.7115773777825,316.68684649359795,267.4263290418791,267.4263290418791,262.1600651150603,232.30660318697923,211.2514710023957,228.17293832504058,223.82839754836206,214.55061261046194,215.29532230219792,251.94445392824846,259.9173510392181,259.9173510392181,259.9173510392181,261.0928271754951,279.2631611894387,277.81907292498465,281.17260091345065
794,19041,355.1553804789596,332.9707943779399,260.87946353663034,260.87946353663034,248.62306651691412,241.44911696617072,241.96360866006825,245.81996254075867,245.47839956706704,240.8731184053085,242.4558555390837,259.431603279616,250.05166862592594,250.05166862592594,250.05166862592594,251.80473143690895,242.89038135349813,190.87516447110102,157.87846925244753
795,19043,73.48652746996383,293.322906633739,257.27587972731567,257.27587972731567,255.22555040966176,201.973483220503,200.5735209266437,216.05010352877505,214.95253316516255,215.12940314846844,214.19377721772534,211.92591676003389,217.43414973025253,217.43414973025253,217.43414973025253,218.54369973340732,225.94107973516972,179.74726604182354,151.96263199703336
