Name,FIPS, 1-0-1, 1-1-1, 1-2-1, 1-3-1, 2-0-1, 2-1-1, 2-2-1, 2-3-1, 2-0-2, 2-1-2, 2-2-2, 2-3-2,Median Wage,Highschool Diploma,% High School Diploma Only,% Some College or Associates,% Bachelo's Degree or higher,% Civilian Labor Force,Employed,% Unemployed,% Total Crimes
Saline,20169,26.32,55.52,68.32,86.64,44.38,53.54,60.82,64.38,22.2,30.54,37.96,43.5,27.81421569,0.058228827,0.20527411,0.232767987,0.18674843,0.558145959,0.541517043,0.016628916,81.94759037
Saline,29195,50.92,103.32,122.36,151.12,87.4,106.32,121.12,126.92,43.72,57.32,68.88,75.92,23.19803922,0.10328719,0.244503493,0.173231046,0.125016072,0.455192217,0.440706296,0.014485921,53.57219389
Saline,31151,52.6,114.86,141.64,178.96,92.62,110.32,125.3,131.84,46.3,63.14,78.62,89.88,58.76176471,0.102504898,0.206619088,0.201231458,0.05513574,0.518891688,0.502308984,0.016582704,35.68429891
Salt Lake,49035,392.34,796.64,982.02,1283.49,645.97,762.71,860.73,959.27,315.12,437.45,542.23,647.53,78.37352941,0.055371158,0.136408046,0.196677798,0.107229097,0.534708641,0.521651348,0.013057293,64.55243588
Saluda,45081,44.88,89.94,106.35,132.15,74.46,90.15,101.22,107.73,37.23,49.23,58.95,66.33,24.26127451,0.165146856,0.266196586,0.198706394,0.127186937,0.465698229,0.453769484,0.011928746,48.24514898
Sampson,37163,26.14,54.58,68.26,87.88,42.94,51.78,59.06,63.04,21.48,30.08,37.92,44.12,22.54754902,0.148943018,0.246510604,0.22623484,0.098719425,0.50186327,0.483383021,0.018480249,29.98170608
San Augustine,48405,24.82,50.84,61.68,77.04,41,50.16,56.94,59.66,20.5,28.02,34.38,38.68,19.65392157,0.135892902,0.308411215,0.217858045,0.107729225,0.425991412,0.405784289,0.020207123,7.577671129
San Benito,6069,38.86,79.54,97,128.16,60.88,74.42,82.38,94.66,30.44,42.94,52.66,64.54,41.27892157,0.118612656,0.150197013,0.218224859,0.119702845,0.502390631,0.477067078,0.025323553,38.15664471
San Bernardino,6071,411,907.75,1118.5,1452.25,710.5,851,950.5,1056,355.25,493.5,611.25,732,33.03823529,0.12386978,0.16283517,0.202435858,0.129939945,0.442331827,0.42507657,0.017255257,69.80941983
San Diego,6073,776.91,1603.22,1963.08,2611.74,1203.46,1477.63,1628.68,1890.88,590.33,861.84,1060.58,1314.8,81.9372549,0.085499331,0.124176553,0.207099363,0.132142881,0.479004036,0.463307539,0.015696497,46.8830431
San Francisco,6075,28,56.11,68.93,90.62,41.13,49.45,53.43,61.6,20.56,29.64,36.54,45.54,59.70343137,0.091770265,0.095879126,0.146018433,0.461936119,0.66313754,0.648297129,0.014840411,36.43166488
San Jacinto,48407,12.34,25.33,30.75,38.91,20.61,24.99,28.39,30.22,10.31,13.97,17.14,19.54,20.89852941,0.112801985,0.349609518,0.183855193,0.081891833,0.428581855,0.408984746,0.01959711,36.49368659
San Joaquin,6077,108.5,248.92,310.24,406.42,190.47,230.65,258.51,288.33,95.27,135.52,169.68,204.82,33.55784314,0.124279901,0.169988951,0.193069339,0.112552985,0.419021012,0.393853956,0.025167055,53.0650011
San Juan,8111,15,30.16,37.44,47.63,23.61,28.67,32.42,34.65,11.81,16.57,20.68,24.03,24.76666667,0.042553191,0.177304965,0.222695035,0.245390071,0.788652482,0.765957447,0.022695035,56.73758865
San Juan,35045,59.2,114.4,140.92,179.2,94.4,111.12,126.2,135.24,47.2,63.2,78.32,90.48,22.64754902,0.101141697,0.204338284,0.264735618,0.100221106,0.429891255,0.404583227,0.025308028,55.56423176
San Juan,49037,26.14,55.14,69.76,89.28,44.96,52.18,59.72,63.3,22.48,30.58,38.82,45.08,24.23431373,0.094158975,0.201129632,0.214767874,0.114271938,0.394200303,0.37484502,0.019355283,11.02080176
San Juan,53055,14.05,30.38,38.58,50.75,22.54,27.68,31.23,34.56,11.27,16.61,21.15,25.58,33.87892157,0.031931639,0.123116708,0.231785473,0.383910501,0.485158534,0.466831572,0.018326962,7.308297729
San Luis Obispo,6079,147.52,318.64,392,518.88,242.08,294.48,326.32,374,121.04,172,212.64,261.28,37.54852941,0.058472368,0.133165028,0.240496558,0.236566297,0.494260403,0.479803416,0.014456987,37.24895901
San Mateo,6081,476,945.03,1154.13,1514.02,699.21,840.65,908.31,1047.2,349.52,499.46,612.51,760.92,66.29117647,0.075069135,0.107148744,0.171296187,0.367652484,0.596928217,0.584440677,0.01248754,42.72397383
San Miguel,8113,31.56,68.76,86.76,114.36,50.8,62.34,69.84,78.08,25.4,37.36,47.3,57.62,37.84754902,0.023909812,0.114593657,0.165758176,0.44511893,0.713206145,0.693880079,0.019326065,9.910802775
San Miguel,35047,14.08,28.32,35.02,44.47,23.05,27.43,31.19,33.25,11.53,15.66,19.48,22.45,18.13039216,0.120767619,0.199514724,0.246829161,0.154663431,0.398698577,0.37494945,0.023749127,20.95511194
San Patricio,48409,110.24,223.76,272.96,348.64,176.64,215.2,242.4,261.68,88.32,122.32,150.64,174.96,28.08921569,0.125430878,0.204028798,0.196800233,0.097171115,0.432899425,0.409206603,0.023692822,53.66882409
San Saba,48411,24.68,51.16,62.5,79.48,40.84,49.98,56.78,60.62,20.42,28.2,34.78,39.9,22.57892157,0.185165794,0.256195462,0.189179756,0.103664921,0.442059337,0.429144852,0.012914485,8.72600349
Sanborn,46111,12.21,26.25,32.39,40.82,21.11,25.23,28.67,30.04,10.56,14.44,17.99,20.5,27.6995098,0.0472103,0.285407725,0.224892704,0.153648069,0.487124464,0.473819742,0.013304721,12.87553648
Sanders,30089,56,116.04,147.52,191.04,90.48,108.44,123.88,133.16,45.24,64.16,81.84,96.4,22.15343137,0.080322581,0.301693548,0.209435484,0.128629032,0.396209677,0.372096774,0.024112903,6.451612903
Sandoval,35043,69.35,144.95,178.1,230.6,118,140.9,159.7,175.65,59,79.95,98.9,116.4,34.86176471,0.0663894,0.167569238,0.223537633,0.200485104,0.453471653,0.430902885,0.022568768,16.86442614
Sandusky,39143,26.04,52.36,64.64,83.6,43.12,50.76,57.96,61.7,21.56,28.92,36.06,41.98,28.63480392,0.067067373,0.295062483,0.221882641,0.112078919,0.521936974,0.499303858,0.022633116,25.63841347
Sanilac,26151,39.15,84.18,110.25,143.97,63.06,74.28,85.14,89.88,31.53,46.26,60.78,72.27,24.46911765,0.084115141,0.29755485,0.238556056,0.102386053,0.481987639,0.459629165,0.022358474,0.738716111
Sanpete,49039,39.48,82.02,102.84,130.83,65.94,78.66,89.97,95.1,32.97,45.51,57.33,66.06,26.78823529,0.060625242,0.179800964,0.251116503,0.130041847,0.438618701,0.42500967,0.01360903,16.87941766
Santa Barbara,6083,209.97,405.72,490.5,638.37,318.96,376.38,412.2,468.9,159.48,217.17,263.97,321.3,36.53431373,0.116946918,0.109332506,0.17779751,0.209653994,0.495913919,0.477686629,0.01822729,45.66862028
Santa Clara,6085,436.64,833.92,1019.36,1340.64,626.56,746.88,810.56,934.88,313.28,442.24,543.04,674.08,64.92352941,0.080156115,0.097187411,0.150834677,0.361273982,0.541364043,0.527608135,0.013755908,37.17477879
Santa Cruz,4023,27.08,53.56,65.4,83.16,44.94,53.24,60.72,65.28,22.46,29.76,36.6,42.02,23.42107843,0.143846105,0.176173194,0.169082632,0.125595251,0.411168684,0.375317292,0.035851392,74.471879
Santa Cruz,6087,224.55,460.3,557.2,727.5,342.8,425.1,464.9,531.3,166.3,246,299.4,366.1,84.08823529,0.090795648,0.103126696,0.199227648,0.135698753,0.520938784,0.495087886,0.025850898,52.90536474
Santa Fe,35049,92.58,181.11,220.89,280.95,150.27,176.25,198.81,215.01,73.77,99.54,122.28,141.78,30.28970588,0.076300033,0.159679117,0.185980119,0.293722509,0.47924404,0.459292224,0.019951816,63.6856281
Santa Rosa,12113,42.48,84.9,104.31,134.7,67.77,80.73,90.93,99.18,33.9,46.38,57.45,67.59,32.42107843,0.056287234,0.174143617,0.239111702,0.180276596,0.445845745,0.431957447,0.013888298,0
Sarasota,12115,56.88,125.96,157.48,204.16,94.36,114.76,128.36,139.96,47.16,68.2,85.8,102.4,32.47941176,0.053308019,0.223206592,0.222033797,0.273399446,0.435487067,0.42120155,0.014285517,0
Saratoga,36091,105.84,226.03,293.44,380.8,167.79,199.29,225.12,241.71,83.93,123.13,160.3,192.15,43.6622549,0.041336,0.17209958,0.192298384,0.286426421,0.505271561,0.488928236,0.016343324,15.88049714
Sargent,38081,13.05,26.68,33.23,43.32,21.55,25.4,28.94,31.29,10.78,14.69,18.46,21.75,33.11323529,0.059036769,0.264888659,0.270067323,0.134645262,0.695494562,0.683324702,0.01216986,23.30398757
Sarpy,31153,59.72,123.84,154,198.4,98.12,115.92,130.88,141.12,49.04,67.64,84.8,99.6,41.18431373,0.027454828,0.132080124,0.20670605,0.241904682,0.512644016,0.498106021,0.014537995,27.49155317
Sauk,55111,84.9,171.42,213.18,274.8,137.94,162.78,185.1,198.96,68.94,94.2,118.2,137.94,31.25098039,0.061463133,0.22904977,0.222967322,0.16307042,0.539437069,0.524002859,0.015434211,83.78571537
Saunders,31155,40.11,86.19,106.29,137.25,69.51,82.8,94.02,101.91,34.74,47.4,58.98,68.91,34.84607843,0.044079361,0.201140138,0.238755723,0.165140497,0.506688213,0.492818027,0.013870186,17.05718646
Sawyer,55113,27.54,59.18,75.54,97.14,45.06,53.86,61.28,64.54,22.52,32.42,41.64,48.76,26.4254902,0.051731769,0.229777581,0.229943565,0.163660507,0.440300985,0.419995574,0.020305411,21.57795729
Schenectady,36093,90.72,188.52,241.08,310.74,143.82,170.82,192.96,207.18,71.94,102.96,132.18,156.9,31.84313725,0.06272262,0.199271167,0.196291305,0.216612574,0.481655816,0.463947463,0.017708353,62.50751292
Schleicher,48413,12.47,25.61,31.12,39.32,20.76,25.17,28.57,30.35,10.38,14.11,17.33,19.74,26.12058824,0.164014688,0.199102407,0.306813545,0.133006936,0.534067727,0.518971848,0.015095879,4.07996736
Schley,13249,26.16,52.5,63.48,80.88,43.24,52.46,59.74,64.24,21.62,29.06,35.54,40.62,25.06323529,0.09258852,0.259951616,0.294040026,0.099406202,0.496591159,0.477237739,0.01935342,19.79327029
Schoharie,36095,45.36,91.41,114.84,146.82,71.91,85.41,96.48,103.59,35.97,50.04,63.24,74.16,28.88578431,0.077673824,0.268223733,0.236454197,0.16843912,0.491721074,0.469778556,0.021942519,12.78858451
Schoolcraft,26153,25.54,83.48,128.22,177.74,42.04,49.52,56.76,59.6,21.02,44.52,67.88,89.06,24.63529412,0.07207655,0.337641357,0.236982726,0.119671927,0.410090717,0.381881447,0.028209271,18.64048714
Schuyler,29197,25.46,51.66,61.18,76.14,43.7,53.16,60.56,64.04,21.86,28.66,34.44,38.26,21.16813725,0.092509921,0.343998016,0.213789683,0.09375,0.486359127,0.465277778,0.021081349,19.84126984
Schuyler,36097,27.8,56.36,71.6,94.04,44.54,52.36,59.74,65.24,22.26,31.08,39.86,47.52,25.59558824,0.070845905,0.247513689,0.247401944,0.173371326,0.449268075,0.42926584,0.020002235,16.76164935
Schuylkill,42107,374.1,748.2,936.6,1204.2,599.1,715.5,818.1,879.6,299.4,414.3,522,609,27.42696078,0.078050179,0.340624541,0.19065495,0.121175262,0.465644639,0.439905207,0.025739432,45.85841215
Scioto,39145,38.01,78.45,96.9,126.75,65.76,76.08,86.88,93.9,32.88,43.35,54.06,63.66,22.25980392,0.108001838,0.294076316,0.199735164,0.112123014,0.39303859,0.368243974,0.024794617,31.48308291
Scotland,29199,25.46,51.66,61.18,75.28,43.98,53.16,60.56,63.18,21.98,28.66,34.44,37.82,22.97598039,0.131255301,0.271416455,0.158184902,0.093087362,0.499787956,0.48452078,0.015267176,8.481764207
Scotland,37165,39.15,81.33,101.37,128.34,64.35,77.67,88.59,92.64,32.19,44.88,56.37,64.44,19.21421569,0.136829168,0.234476503,0.212500732,0.10718675,0.338912624,0.317258735,0.021653889,60.86498508
Scott,5127,26.08,53.46,64,79.12,44.54,53.98,61.36,63.96,22.28,29.56,35.84,39.74,18.65931373,0.148434323,0.290056934,0.206791379,0.066287109,0.440219601,0.425376169,0.014843432,52.86701911
Scott,18143,13.26,26.77,32.61,41.16,21.66,26.26,29.85,31.6,10.83,14.75,18.17,20.67,24.78970588,0.113188976,0.29355315,0.187171916,0.08062664,0.434137139,0.419045276,0.015091864,6.56167979
Scott,19163,110,238.64,305.36,390,189.92,224.56,254.88,278.24,94.96,130.88,168.64,195.76,32.21764706,0.047942108,0.198008805,0.21002582,0.212539145,0.51740721,0.500054389,0.017352822,53.30081468
Scott,20171,26.32,53.36,65.06,81.58,43.56,52.46,59.74,62.6,21.78,29.46,36.32,40.98,30.84019608,0.097262667,0.168705106,0.202290817,0.157056882,0.54824306,0.537953795,0.010289264,13.58959425
Scott,21209,41.97,86.85,107.85,140.01,68.28,82.17,93.09,100.74,34.14,47.61,59.88,70.26,36.62696078,0.056075584,0.188959846,0.201049777,0.176782434,0.521651649,0.504207856,0.017443793,36.21730382
Scott,27139,111.37,233.31,297.01,390.25,181.09,214.41,240.66,267.89,90.51,126.7,162.33,195.79,53.29313725,0.033128379,0.13784056,0.202149369,0.247263596,0.557881904,0.542914502,0.014967402,41.80801442
Scott,29201,50.92,104.76,124.68,155.92,88.2,106.88,121.68,129.04,44.12,58.04,70.04,78.32,22.02156863,0.103917602,0.287658635,0.186946583,0.1126409,0.521637458,0.503218687,0.018418771,84.60548096
Scott,47151,24.24,48.48,59.08,74.82,39.76,48.06,54.84,58.2,19.88,26.86,33.08,37.58,18.99509804,0.138443936,0.303295195,0.18,0.062974828,0.384256293,0.367551487,0.016704805,59.49656751
Scott,51169,40.02,80.67,98.01,123.39,64.83,79.53,90.33,95.52,32.4,44.49,54.63,61.95,20.23921569,0.141638858,0.289720059,0.228633667,0.101408973,0.424592139,0.411892844,0.012699296,44.95736003
Scotts Bluff,31157,52.04,114,140.8,178.4,92.24,109.48,124.44,131.28,46.12,62.72,78.2,89.6,24.63872549,0.08036803,0.192384436,0.243431992,0.153225806,0.507842811,0.489552156,0.018290655,20.50770425
Screven,13251,39.24,78.75,95.22,119.7,64.86,78.69,89.61,94.74,32.43,43.59,53.31,60.12,20.7504902,0.114310087,0.286841544,0.183550153,0.106419279,0.366744864,0.34648468,0.020260183,41.94213407
Scurry,48415,25.9,52.38,63.28,80.16,42.66,51.62,58.4,62.56,21.32,28.8,35.18,40.24,27.59754902,0.140444129,0.225667375,0.185034255,0.106839121,0.393219939,0.380522088,0.01269785,53.74438932
Searcy,5129,13.04,26.53,31.61,39.68,22.43,26.99,30.68,32.7,11.22,14.69,17.73,19.93,17.01568627,0.135028104,0.297138477,0.219851814,0.088017374,0.371359223,0.354624425,0.016734798,21.71691364
Sebastian,5131,66.6,142.1,174.85,223,112.9,136.95,155.45,165.95,56.45,78.15,97.05,111.95,23.99264706,0.106010219,0.206457015,0.210885844,0.141800797,0.444533995,0.430026839,0.014507156,97.2621069
Sedgwick,8115,13.33,27.97,35.12,44.62,21.94,26.62,30.37,32.05,10.97,15.48,19.52,22.53,20.98431373,0.087354409,0.195507488,0.257487521,0.131031614,0.49750416,0.487936772,0.009567388,4.159733777
Sedgwick,20173,185.5,395.08,487.9,626.5,313.6,378,428.82,461.02,156.8,217,270.48,314.58,29.41862745,0.065869452,0.167161108,0.20593749,0.196000947,0.483345551,0.466670103,0.016675448,44.786035
Seminole,12117,123.52,252.32,314.32,405.52,194.72,231.04,258.24,280.24,97.36,136.64,171.28,203.36,34.29117647,0.039419695,0.145864128,0.231593099,0.27325127,0.539706407,0.523089862,0.016616545,0
Seminole,13253,26.62,53.12,64.1,80.04,43.7,53.06,60.36,63.38,21.84,29.36,35.84,40.2,18.93039216,0.091942713,0.25079261,0.206625123,0.106155024,0.339564885,0.324805947,0.014758937,47.00994862
Seminole,40133,50.44,107.52,132.16,167.12,86.92,104.56,119,125.56,43.44,59.32,73.6,83.92,19.96323529,0.109229071,0.236245543,0.250127356,0.099465104,0.399855663,0.381728647,0.018127016,53.06503651
Seneca,36099,43.92,86.52,109.35,142.05,68.22,80.49,91.59,98.85,34.11,47.58,60.78,71.76,25.03137255,0.111137399,0.257349027,0.208286509,0.153989472,0.470249009,0.452948483,0.017300526,33.12237535
Seneca,39147,13.09,26.15,32.3,41.51,21.44,25.36,28.96,30.56,10.72,14.45,18.02,20.85,27.28627451,0.055984311,0.305725544,0.200475767,0.11369373,0.500735441,0.479852549,0.020882892,31.77831448
Sequatchie,47153,25.68,50.94,61.52,77.56,42.36,50.52,57.3,60.96,21.18,28.08,34.3,38.94,22.97843137,0.124984203,0.265196512,0.185707064,0.102300013,0.394287881,0.377796032,0.016491849,60.65967395
Sequoyah,40135,77.88,161.28,198.24,253.2,130.38,156.84,178.5,190.86,65.16,88.98,110.4,127.14,21.09705882,0.135332604,0.279422622,0.204246328,0.104096128,0.415620784,0.399684326,0.015936458,32.84030447
Sevier,5133,25.38,54.02,65.12,80.78,45.24,53.98,61.36,63.96,22.62,29.84,36.4,40.58,21.32009804,0.1584696,0.252730602,0.177157649,0.086305954,0.348885662,0.332217943,0.016667719,29.04223751
Sevier,47155,66.1,128.7,158.7,203.4,105.1,124.15,141.1,151.35,52.55,70.9,88.2,102.1,26.70392157,0.106078471,0.263254727,0.214423663,0.123287254,0.558670461,0.540445212,0.018225249,76.23500712
Sevier,49041,39.21,81.48,102.15,131.97,66.42,78.27,89.58,96.72,33.21,45.24,57,66.66,28.91323529,0.057429607,0.201096552,0.242077874,0.113372363,0.453303596,0.439736084,0.013567512,56.22154075
Seward,20175,25.92,54.82,67.36,85.04,44.52,53.1,60.38,63.58,22.26,30.18,37.46,42.72,27.31715686,0.198324531,0.169094883,0.156255691,0.064696777,0.435030049,0.421644509,0.01338554,15.93516664
Seward,31159,53.18,113.62,140.42,180.04,91.68,109.1,124.06,132.92,45.84,62.54,78,90.4,70.87352941,0.037026521,0.176443864,0.225055369,0.089073769,0.506218411,0.491623602,0.014594809,5.678914192
Shackelford,48417,12.34,25.37,30.83,39.46,20.61,24.99,28.39,30.66,10.31,13.99,17.18,19.81,31.90931373,0.097906602,0.157487923,0.245732689,0.219967794,0.61352657,0.6,0.01352657,0
Shannon,29203,25.28,51.66,61.18,75.28,43.7,53.16,60.56,63.18,21.86,28.66,34.44,37.82,17.88088235,0.166690371,0.374057744,0.168254871,0.12387996,0.459963021,0.434788792,0.025174228,48.35727493
Sharp,5135,38.07,82.2,100.08,125.88,66.9,80.97,92.04,97.05,33.45,45.36,55.8,63.21,18.42696078,0.118811881,0.293613572,0.232875919,0.073012564,0.333622836,0.317179086,0.01644375,16.21214753
Shasta,6089,41.91,101.07,125.73,163.59,78.81,94.83,106.77,117.81,39.42,55.29,69.12,82.5,30.12941176,0.061897834,0.176322363,0.30241827,0.153956795,0.399807856,0.380423266,0.01938459,57.47852104
Shawano,55115,27.4,57.02,72.64,93.82,44.02,52.44,59.88,63.44,22,31.34,40.18,47.1,28.9127451,0.061593405,0.320931484,0.221349771,0.112521709,0.512927766,0.496709963,0.016217803,35.46879969
Shawnee,20177,26.79,54.74,67.34,86.1,44.56,52.98,60.26,64.51,22.28,30.16,37.46,43.24,58.28529412,0.052400941,0.211459457,0.201672359,0.104214992,0.506486538,0.489645574,0.016840964,2.850611205
Sheboygan,55117,157.68,340.92,433.02,555.84,268.44,315.12,359.76,378.6,131.4,187.5,239.7,279.06,30.44509804,0.046334107,0.243277361,0.218047342,0.170374638,0.524645441,0.510539336,0.014106105,100.1406374
Shelby,1117,121.28,228.32,277.52,352.96,189.92,222.4,251.2,269.92,94.96,125.28,153.76,177.2,38.1377451,0.047788579,0.129291018,0.195059725,0.279929514,0.52197073,0.510447306,0.011523423,12.77889375
Shelby,18145,28.06,55.68,67.44,85.82,45.72,54.58,61.74,66.42,22.86,30.58,37.46,43.1,29.3127451,0.086805016,0.290777938,0.179935634,0.127954722,0.514282544,0.499722561,0.014559982,34.62434802
Shelby,19165,27.1,58.76,75.88,97.42,46.1,54.78,62.38,68.12,23.04,32.28,41.94,48.9,29.65588235,0.053124468,0.247743913,0.244934446,0.155372042,0.573642091,0.561382598,0.012259493,9.364890175
Shelby,21211,41.82,86.37,107.4,138.84,67.38,81.72,92.64,99.57,33.69,47.4,59.67,69.69,35.16519608,0.090876937,0.204077811,0.211151566,0.167668782,0.53814626,0.52048268,0.017663581,22.05346926
Shelby,29205,25.28,51.66,61.18,75.28,43.7,53.16,60.56,63.18,21.86,28.66,34.44,37.82,22.51911765,0.062919875,0.293462232,0.198263149,0.122234966,0.496313289,0.48189415,0.014419138,13.10830739
Shelby,39149,39.15,81.78,103.32,134.34,65.22,76.26,87.06,92.01,32.61,45,57.27,67.44,31.52156863,0.065457184,0.277068215,0.20275762,0.125502799,0.503897989,0.48594236,0.017955629,12.64772963
Shelby,47157,79.68,159.12,195.12,250.26,129.84,153.6,174,187.74,64.92,87.42,108.18,125.64,25.81323529,0.076356502,0.181338089,0.192913318,0.208284216,0.481481999,0.462294997,0.019187002,99.07028171
Shelby,48419,24.68,50.66,61.5,77.34,40.84,49.98,56.78,59.96,20.42,27.94,34.28,38.82,19.46470588,0.159270669,0.236866206,0.186412455,0.093289485,0.464074598,0.445841312,0.018233286,35.80051619
Shenandoah,51171,67.2,142.05,174.1,224.65,111.4,137,155,168.7,55.7,77.95,96.45,112.75,28.96421569,0.090865885,0.265830806,0.200131263,0.143778572,0.507174218,0.494839995,0.012334224,35.07898429
Sherburne,27141,63.64,129.72,162.44,212.08,103.48,122.52,137.52,153.08,51.72,70.6,89.12,106.4,46.72696078,0.034182933,0.180895836,0.250537645,0.168568577,0.544704321,0.526017925,0.018686396,18.52175792
Sheridan,20179,53.12,108.02,132.1,167.42,87.64,105.58,120.14,127.5,43.82,59.58,73.64,84.08,53.55588235,0.029015121,0.253371475,0.296689824,0.081732734,0.577850429,0.565181855,0.012668574,4.086636698
Sheridan,30091,14,29.49,37.36,47.83,23,27.59,31.45,33.36,11.5,16.28,20.7,24.14,25.05441176,0.057925968,0.22916078,0.256287087,0.170387115,0.492229443,0.480926815,0.011302628,8.476970896
Sheridan,31161,51.56,113.2,140,180.16,92.92,108.68,123.64,133.04,46.46,62.32,77.8,90.46,45.25392157,0.068461088,0.23795592,0.253169495,0.082601911,0.524088161,0.509849815,0.014238346,35.10825044
Sheridan,38083,12.77,27.04,33.75,44.09,21.26,25.59,29.13,31.57,10.63,14.87,18.71,22.14,28.78676471,0.107509881,0.322529644,0.30513834,0.1256917,0.532806324,0.509881423,0.022924901,0
Sheridan,56033,26.46,54.4,68,86.78,43.18,51.78,58.88,62.78,21.6,30.02,37.72,43.8,31.3872549,0.032372821,0.177613919,0.268361308,0.214482067,0.507519162,0.489052747,0.018466414,46.89369684
Sherman,20181,53.12,108.02,132.1,167.42,87.64,105.58,120.14,127.5,43.82,59.58,73.64,84.08,52.94117647,0.052977898,0.20921208,0.278218323,0.075248861,0.483381137,0.470389742,0.012991395,26.99510714
Sherman,31163,25.78,56.6,70,90.08,46.46,54.34,61.82,66.52,23.23,31.16,38.9,45.23,47.77941176,0.052720514,0.271713417,0.274079081,0.07570125,0.568435282,0.550523826,0.017911457,13.51808043
Sherman,41055,14.13,29.25,35.81,45.79,23.95,28.82,32.78,35.48,11.97,16.2,19.98,23.12,29.42892157,0.071657754,0.213368984,0.268449198,0.115508021,0.497326203,0.480213904,0.017112299,0
Sherman,48421,24.68,51.58,63.34,80.84,41.98,49.98,56.78,60.7,21,28.4,35.2,40.58,27.19264706,0.156362329,0.229331416,0.248382459,0.112149533,0.491732566,0.48023005,0.011502516,7.18907261
Shiawassee,26155,130.7,300.7,407.6,544.2,210.2,247.6,283.8,303.7,105.1,164.2,222.7,273,27.27107843,0.054953447,0.262960026,0.267027932,0.120216172,0.491438306,0.470937234,0.020501072,13.07016771
Shoshone,16079,55.04,107.88,133.24,171.56,90.84,106.56,122.08,132.24,45.4,60.12,74.76,86.68,19.23480392,0.096514542,0.258333966,0.263193864,0.080643937,0.389779027,0.368061356,0.02171767,26.57756853
Sierra,6091,16.31,35.66,43.58,56.83,28.01,33.9,37.88,42.51,14,19.42,23.87,28.65,27.38333333,0.057169345,0.23671199,0.319839308,0.134116193,0.410074166,0.387824475,0.022249691,58.7144623
Sierra,35051,26.64,56.08,69.5,88.94,44.98,54.3,61.82,66.52,22.48,31.04,38.68,44.92,16.5004902,0.119557706,0.213372495,0.255269523,0.157135453,0.340618521,0.317208017,0.023410504,19.0048376
Silver Bow,30093,14.44,29.74,37.6,48.13,23.45,27.83,31.69,33.66,11.72,16.4,20.82,24.29,24.14166667,0.050607691,0.216349301,0.224717502,0.183986565,0.492243759,0.473059517,0.019184243,54.93410753
Simpson,21213,26.72,54.44,67.04,84.8,43.6,52.76,60.04,62.9,21.8,30.02,37.48,42.58,25.94656863,0.08165765,0.281208533,0.175053588,0.088802695,0.455190364,0.435388384,0.01980198,64.30539961
Sioux,19167,137.8,297.95,380.15,488.85,234,279.25,317.25,346,115,164.55,210.05,245.4,70.1627451,0.056367083,0.174342105,0.178941793,0.08404884,0.594084523,0.582850134,0.011234389,7.247992864
Sioux,38085,12.63,26.85,33.55,42.59,21.12,25.4,28.94,30.33,10.56,14.78,18.62,21.39,18.20245098,0.098512057,0.195484864,0.218830169,0.090559261,0.310415598,0.298614674,0.011800924,0
Siskiyou,6093,137,328.7,411.2,532.5,247.3,307.9,347.7,379.4,123.7,180.2,226.4,268.6,22.52647059,0.070219621,0.183183592,0.298802069,0.166598602,0.389282149,0.363621926,0.025660223,56.72021055
Sitka,2220,15.37,29.63,36.56,48.23,24.01,28.19,31.74,35.86,12.01,16.23,20.13,24.32,39.53921569,0.03842516,0.198983211,0.24674864,0.242492315,0.522463939,0.503428707,0.019035233,53.20406716
Skagit,53057,70.95,147.55,185,245.55,113.2,137.6,155.35,175.3,56.6,80.85,101.8,123.8,33.11323529,0.066852991,0.179311782,0.256054909,0.178709573,0.487156721,0.46093744,0.026219282,71.57030026
Skamania,53059,16.65,30.65,37.35,49.53,24.91,29.44,32.99,37.84,12.46,16.74,20.53,24.97,33.90343137,0.061232968,0.222249917,0.269192423,0.178880027,0.465852443,0.440844134,0.025008308,14.9551346
Smith,20183,13.16,26.71,32.59,41.38,22.25,26.23,29.87,31.8,11.12,14.74,18.19,20.78,22.50735294,0.052661064,0.271708683,0.263585434,0.168627451,0.556862745,0.542857143,0.014005602,0
Smith,47159,49.36,98.24,119.4,149.4,80.48,97.36,110.96,116.16,40.24,54.32,66.76,75.04,26.75,0.100884244,0.318528939,0.166448955,0.098723875,0.47744172,0.46312299,0.01431873,49.73874598
Smith,48423,97.3,188.02,226.8,284.83,153.44,184.73,208.53,221.41,76.72,103.11,125.79,143.01,29.18529412,0.090727646,0.149490961,0.229069852,0.168520509,0.463806167,0.44835724,0.015448927,53.62366637
Smyth,51173,51.92,107.56,130.68,164.08,87.24,106.04,120.44,126.88,43.64,59.32,72.84,82.4,20.57058824,0.125771812,0.284798658,0.233959732,0.110469799,0.462550336,0.446040268,0.016510067,50.33557047
Snohomish,53061,352.26,653.94,803.7,1080.18,502.92,602.82,666.72,781.92,251.46,352.44,435.24,543.78,43.68578431,0.051561856,0.156090232,0.242227555,0.219477582,0.529907954,0.51490476,0.015003195,51.7901292
Snyder,42109,50.12,98.68,121.8,155.2,80.16,96.28,109.96,117.84,40.08,54.68,68.04,78.52,27.87892157,0.091277431,0.310197302,0.144654721,0.134563117,0.506367022,0.478256493,0.028110529,61.65693578
Socorro,35053,41.64,83.7,103.83,133.92,68.7,81.06,92.34,100.26,34.35,46.35,57.81,67.62,19.40294118,0.120699006,0.248388069,0.14896053,0.145706538,0.391262428,0.367761374,0.023501055,43.98915336
