,FIPS,pct_less_HS,pct_HS,pct_some_college,pct_college
1313,26103,5.0,30.9,31.1,32.9
1314,26105,7.9,34.5,34.6,23.1
1315,26107,9.8,36.0,31.5,22.7
1316,26109,7.5,42.5,33.7,16.3
1317,26111,5.8,28.9,30.1,35.2
1318,26113,10.5,41.9,33.6,14.0
1319,26115,8.6,35.2,35.7,20.5
1320,26117,11.3,40.4,34.9,13.3
1321,26119,13.1,42.9,30.3,13.7
1322,26121,8.7,34.0,37.5,19.7
1323,26123,11.9,40.4,31.1,16.6
1324,26125,5.9,18.6,28.3,47.2
1325,26127,12.8,36.3,31.4,19.5
1326,26129,14.1,38.2,35.5,12.2
1327,26131,7.5,43.4,32.6,16.5
1328,26133,11.3,43.8,30.7,14.2
1329,26135,16.6,37.4,35.4,10.6
1330,26137,8.0,33.1,35.4,23.6
1331,26139,7.0,28.2,30.7,34.1
1332,26141,10.4,38.2,33.5,17.9
1333,26143,10.1,38.4,36.1,15.5
1334,26145,10.6,33.3,35.3,20.8
1335,26147,9.2,34.0,38.1,18.6
1336,26149,13.0,36.6,34.3,16.2
1337,26151,11.6,41.2,33.0,14.2
1338,26153,9.4,44.1,30.9,15.6
1339,26155,7.8,37.3,37.9,17.0
1340,26157,10.7,42.4,33.5,13.5
1341,26159,12.9,31.3,34.1,21.7
1342,26161,4.7,14.6,24.7,55.9
1343,26163,13.5,30.1,32.5,23.9
1344,26165,10.4,36.4,34.9,18.2
1345,27000,6.9,24.6,32.4,36.1
1346,27001,8.8,36.9,36.3,18.1
1347,27003,6.0,27.9,35.6,30.5
1348,27005,6.9,31.6,36.6,25.0
1349,27007,7.9,27.8,35.2,29.2
1350,27009,8.3,29.9,38.3,23.6
1351,27011,7.4,45.0,32.3,15.4
1352,27013,5.5,26.5,33.2,34.8
1353,27015,6.5,36.1,35.2,22.2
1354,27017,6.0,32.1,39.7,22.1
1355,27019,3.9,18.2,29.0,48.9
1356,27021,7.8,32.3,36.7,23.2
1357,27023,10.6,34.1,36.3,19.0
1358,27025,5.4,33.8,39.4,21.5
1359,27027,5.1,23.7,37.0,34.2
1360,27029,13.9,34.9,34.2,17.1
1361,27031,2.9,24.0,32.7,40.4
1362,27033,10.6,36.0,33.4,20.0
1363,27035,5.9,29.9,39.5,24.7
1364,27037,4.9,20.4,32.4,42.2
1365,27039,5.1,33.3,35.9,25.7
1366,27041,4.9,29.1,40.0,26.0
1367,27043,7.4,37.7,36.3,18.6
1368,27045,9.0,34.1,34.7,22.2
1369,27047,11.2,35.0,36.6,17.1
1370,27049,5.6,32.8,35.5,26.0
1371,27051,7.1,33.3,40.8,18.8
1372,27053,6.7,16.4,26.9,50.1
1373,27055,4.9,34.2,36.1,24.8
1374,27057,7.0,31.2,34.4,27.4
1375,27059,7.5,34.6,39.4,18.5
1376,27061,6.0,30.0,41.0,23.1
1377,27063,7.3,32.7,37.4,22.6
1378,27065,9.8,39.4,36.1,14.7
1379,27067,11.0,25.9,39.9,23.3
1380,27069,5.5,36.2,32.5,25.9
1381,27071,8.1,35.7,40.7,15.5
1382,27073,6.7,37.0,37.5,18.8
1383,27075,5.3,30.9,34.9,28.8
1384,27077,7.0,38.6,37.7,16.7
1385,27079,6.1,35.8,35.1,23.0
1386,27081,8.1,38.3,34.3,19.3
1387,27083,8.0,31.7,34.2,26.1
1388,27085,6.9,36.0,39.5,17.6
1389,27087,13.1,36.7,37.0,13.2
1390,27089,10.0,36.9,34.0,19.1
1391,27091,6.8,37.9,34.8,20.5
1392,27093,7.4,35.3,37.8,19.5
1393,27095,10.2,38.6,36.5,14.7
1394,27097,9.3,38.3,35.1,17.3
1395,27099,12.4,32.0,33.5,22.2
1396,27101,9.8,36.3,33.2,20.7
1397,27103,6.0,25.2,35.0,33.8
1398,27105,23.7,31.3,29.6,15.3
1399,27107,8.1,36.9,36.0,19.1
1400,27109,5.4,19.9,29.8,44.9
1401,27111,7.9,29.5,37.6,24.9
1402,27113,6.8,33.1,40.7,19.3
1403,27115,9.6,40.7,34.9,14.9
1404,27117,10.4,35.5,32.9,21.3
1405,27119,8.1,30.6,35.9,25.3
1406,27121,6.0,30.4,40.7,22.9
1407,27123,9.7,20.9,27.2,42.3
1408,27125,7.4,37.5,39.0,16.2
1409,27127,9.1,37.4,34.4,19.1
1410,27129,9.5,36.6,38.7,15.2
1411,27131,8.9,31.4,31.4,28.3
1412,27133,6.7,33.0,36.5,23.8
1413,27135,7.1,35.1,37.5,20.3
1414,27137,5.5,27.2,38.0,29.3
1415,27139,5.3,22.2,32.6,39.9
1416,27141,5.4,28.5,39.5,26.6
1417,27143,9.3,39.2,35.1,16.4
1418,27145,8.3,28.0,36.2,27.5
1419,27147,7.5,33.7,32.9,26.0
1420,27149,6.0,31.4,32.0,30.5
1421,27151,9.4,32.7,38.3,19.6
1422,27153,13.0,36.7,35.2,15.1
1423,27155,6.7,35.4,40.4,17.5
1424,27157,6.6,33.0,36.7,23.7
1425,27159,9.4,37.1,39.7,13.8
1426,27161,7.0,36.4,35.2,21.4
1427,27163,3.9,21.0,30.8,44.3
1428,27165,15.5,41.3,27.7,15.5
1429,27167,5.1,28.7,42.4,23.8
1430,27169,6.5,27.2,36.2,30.1
1431,27171,5.1,29.4,36.0,29.6
1432,27173,8.7,35.4,38.6,17.2
1433,28000,15.5,30.4,32.0,22.0
1434,28001,22.1,33.0,27.4,17.4
1435,28003,18.7,32.2,32.0,17.1
1436,28005,18.1,39.3,30.0,12.6
1437,28007,22.4,32.4,31.2,13.9
1438,28009,27.4,33.4,27.7,11.5
1439,28011,22.2,24.9,29.4,23.6
1440,28013,22.5,37.3,28.5,11.8
1441,28015,19.8,35.4,32.5,12.2
1442,28017,24.6,38.4,24.6,12.4
1443,28019,19.5,35.9,25.5,19.1
1444,28021,19.7,28.0,28.4,24.0
1445,28023,17.1,39.4,31.0,12.5
1446,28025,18.3,34.3,27.0,20.4
1447,28027,20.5,25.2,37.9,16.5
1448,28029,19.8,34.4,31.3,14.5
1449,28031,16.8,36.6,31.9,14.7
1450,28033,9.6,29.2,36.2,25.0
1451,28035,12.6,27.2,32.4,27.8
1452,28037,15.4,35.4,37.2,12.0
1453,28039,15.7,36.6,34.0,13.8
1454,28041,23.8,33.7,32.8,9.7
1455,28043,19.2,27.8,31.6,21.3
1456,28045,12.5,28.1,37.3,22.0
1457,28047,11.7,29.1,36.1,23.1
1458,28049,12.5,25.0,33.5,29.0
1459,28051,23.2,41.0,25.7,10.2
1460,28053,30.1,33.8,23.3,12.8
1461,28055,39.5,31.9,25.5,3.2
1462,28057,20.9,31.1,34.8,13.2
1463,28059,11.3,31.2,36.4,21.1
1464,28061,15.8,38.5,30.6,15.1
1465,28063,22.0,37.9,24.2,15.9
1466,28065,17.6,36.6,31.7,14.1
1467,28067,15.9,29.9,33.4,20.8
1468,28069,17.9,38.3,29.1,14.7
1469,28071,9.6,18.7,26.1,45.6
1470,28073,10.6,24.2,31.1,34.1
1471,28075,15.5,27.5,37.3,19.7
1472,28077,18.3,33.6,30.6,17.6
1473,28079,21.4,36.6,27.8,14.3
1474,28081,16.4,25.9,33.3,24.4
1475,28083,18.4,38.2,25.0,18.5
1476,28085,13.7,37.6,32.6,16.2
1477,28087,14.0,32.0,30.6,23.4
1478,28089,8.3,17.0,26.3,48.4
1479,28091,18.5,39.3,29.9,12.3
1480,28093,17.9,38.8,29.5,13.8
1481,28095,19.0,36.0,28.3,16.7
1482,28097,22.1,33.3,25.3,19.3
1483,28099,19.7,35.6,33.0,11.6
1484,28101,14.8,30.9,37.9,16.4
1485,28103,29.1,29.6,25.7,15.6
1486,28105,9.3,21.7,26.4,42.6
1487,28107,19.4,36.6,29.1,14.9
1488,28109,16.2,30.4,36.7,16.7
1489,28111,17.0,40.4,31.8,10.7
1490,28113,16.8,35.9,30.7,16.6
1491,28115,23.5,29.1,29.3,18.1
1492,28117,19.9,34.5,33.3,12.4
1493,28119,28.7,31.1,30.0,10.3
1494,28121,10.5,26.7,33.8,29.0
1495,28123,26.0,37.5,25.1,11.4
1496,28125,22.5,27.9,30.0,19.5
1497,28127,20.3,30.1,33.4,16.2
1498,28129,20.8,39.2,27.9,12.2
1499,28131,17.8,35.9,30.6,15.8
1500,28133,25.1,32.2,27.3,15.4
1501,28135,30.5,28.8,30.5,10.3
1502,28137,17.0,35.4,31.7,15.8
1503,28139,20.1,36.2,28.5,15.2
1504,28141,19.6,38.9,30.1,11.4
1505,28143,16.5,33.4,33.2,16.9
1506,28145,21.9,33.7,31.1,13.4
1507,28147,18.3,43.8,23.5,14.4
1508,28149,12.9,30.5,34.2,22.4
1509,28151,21.2,32.3,28.6,17.9
1510,28153,20.7,38.4,25.6,15.3
1511,28155,15.1,36.6,29.7,18.5
1512,28157,25.2,40.6,20.5,13.7
1513,28159,18.3,35.7,31.2,14.7
1514,28161,16.7,40.2,29.3,13.8
1515,28163,21.1,38.6,26.8,13.4
1516,29000,10.1,30.6,30.1,29.2
1517,29001,9.9,34.4,24.6,31.0
1518,29003,8.3,37.4,29.5,24.9
1519,29005,8.5,39.0,29.5,23.1
1520,29007,13.8,45.8,25.7,14.7
1521,29009,16.4,41.3,27.7,14.6
1522,29011,12.8,41.1,26.2,19.9
1523,29013,12.6,44.2,27.1,16.1
1524,29015,15.5,40.3,31.2,13.0
1525,29017,20.2,47.3,23.6,8.9
1526,29019,5.5,21.3,27.1,46.1
1527,29021,11.7,37.8,29.4,21.1
1528,29023,17.0,37.3,32.3,13.3
1529,29025,10.2,43.7,27.9,18.1
1530,29027,13.8,36.1,27.0,23.1
1531,29029,9.6,37.9,31.4,21.1
1532,29031,9.0,31.2,28.3,31.5
1533,29033,14.2,44.3,24.9,16.7
1534,29035,15.2,43.2,26.2,15.5
1535,29037,7.6,33.9,32.2,26.3
1536,29039,12.3,41.2,32.9,13.6
1537,29041,9.3,49.4,24.1,17.2
1538,29043,8.0,29.4,34.0,28.6
1539,29045,13.7,43.5,30.0,12.8
1540,29047,6.7,28.4,31.8,33.2
1541,29049,8.0,40.0,30.3,21.6
1542,29051,7.7,29.7,29.3,33.3
1543,29053,11.3,37.5,29.0,22.1
1544,29055,22.1,39.1,27.3,11.5
1545,29057,12.8,44.8,29.7,12.7
1546,29059,16.6,44.5,26.0,12.9
1547,29061,15.0,41.0,25.5,18.5
1548,29063,12.7,47.1,26.4,13.8
1549,29065,16.8,41.4,26.5,15.3
1550,29067,17.9,44.0,27.3,10.8
1551,29069,23.7,38.2,24.2,13.8
1552,29071,11.6,32.7,34.8,20.9
1553,29073,12.2,38.5,30.0,19.2
1554,29075,10.8,42.5,27.7,19.1
1555,29077,8.2,28.0,33.3,30.5
1556,29079,13.5,39.0,30.3,17.1
1557,29081,11.8,46.0,25.7,16.5
1558,29083,12.2,40.7,31.3,15.9
1559,29085,15.7,44.5,30.8,9.0
1560,29087,8.9,43.3,28.1,19.7
1561,29089,12.1,37.1,25.7,25.2
1562,29091,13.0,38.9,30.1,18.0
1563,29093,18.5,41.4,29.2,10.8
1564,29095,9.4,28.3,30.7,31.6
1565,29097,13.3,33.6,29.6,23.6
1566,29099,10.9,31.6,37.1,20.4
1567,29101,7.5,30.7,32.9,28.9
1568,29103,13.1,43.2,26.5,17.2
1569,29105,14.8,40.8,29.8,14.6
1570,29107,9.4,43.5,26.8,20.3
1571,29109,15.3,38.7,30.0,16.0
1572,29111,11.5,45.9,29.0,13.6
1573,29113,10.5,42.3,30.4,16.8
1574,29115,10.6,45.7,26.8,16.9
1575,29117,13.3,39.8,28.1,18.8
1576,29119,22.4,41.3,24.8,11.5
1577,29121,11.8,45.1,26.8,16.3
1578,29123,15.6,36.5,32.3,15.6
1579,29125,13.5,40.0,30.6,15.8
1580,29127,12.0,37.0,28.7,22.4
1581,29129,11.6,47.3,22.3,18.9
1582,29131,12.7,40.6,27.3,19.4
1583,29133,24.3,41.8,22.3,11.5
1584,29135,14.6,40.1,24.8,20.5
1585,29137,10.7,48.4,28.5,12.4
1586,29139,14.8,44.7,26.5,14.0
1587,29141,21.9,38.1,26.7,13.3
1588,29143,21.3,46.7,20.0,12.1
1589,29145,12.9,34.5,32.6,20.0
1590,29147,7.7,37.7,26.1,28.6
1591,29149,16.9,43.0,25.5,14.6
1592,29151,10.1,43.7,27.3,18.9
1593,29153,17.7,43.4,27.9,11.0
1594,29155,22.2,43.3,21.7,12.7
1595,29157,12.3,43.3,26.7,17.7
1596,29159,13.5,34.8,33.7,18.0
1597,29161,11.7,30.4,28.7,29.1
1598,29163,15.8,47.6,21.0,15.6
1599,29165,4.2,22.1,30.6,43.1
1600,29167,11.6,39.0,29.5,19.9
1601,29169,7.2,27.5,37.1,28.3
1602,29171,9.5,42.8,28.3,19.3
1603,29173,10.3,49.0,25.9,14.9
1604,29175,13.1,36.3,35.5,15.1
1605,29177,11.9,45.1,28.4,14.6
1606,29179,20.2,40.4,25.7,13.7
1607,29181,20.1,42.3,27.5,10.2
1608,29183,5.2,24.6,31.3,38.9
1609,29185,15.5,41.1,29.5,13.9
1610,29186,10.6,39.3,30.3,19.7
1611,29187,15.2,37.2,33.3,14.3
1612,29189,6.5,21.2,28.6,43.6
1613,29195,16.0,37.8,26.8,19.4
1614,29197,12.4,46.2,28.7,12.6
1615,29199,20.1,41.5,24.2,14.2
1616,29201,15.0,41.6,27.0,16.3
1617,29203,20.0,44.9,20.2,14.9
1618,29205,9.3,43.4,29.3,18.1
1619,29207,19.1,41.5,26.1,13.3
1620,29209,12.8,32.9,35.7,18.6
1621,29211,15.7,50.2,22.4,11.7
1622,29213,11.1,33.6,35.4,19.9
1623,29215,16.4,38.6,31.5,13.5
1624,29217,11.7,40.5,29.0,18.9
1625,29219,11.3,37.6,32.0,19.1
1626,29221,23.1,37.4,29.7,9.9
1627,29223,23.8,39.0,27.7,9.6
1628,29225,13.9,37.3,32.0,16.8
1629,29227,10.2,43.6,26.2,20.0
1630,29229,19.6,45.5,24.8,10.2
1631,29510,12.2,23.9,27.5,36.3
1632,30000,6.4,28.8,32.7,32.0
1633,30001,4.9,28.8,30.9,35.4
1634,30003,10.5,35.2,36.2,18.1
1635,30005,10.1,27.4,39.7,22.9
1636,30007,6.8,32.2,33.9,27.1
1637,30009,5.8,31.1,32.7,30.4
1638,30011,7.5,32.7,39.6,20.2
1639,30013,8.2,32.8,33.3,25.7
1640,30015,7.4,33.9,30.4,28.3
1641,30017,8.0,28.7,38.6,24.6
1642,30019,4.7,37.0,34.3,24.0
1643,30021,7.0,34.2,36.7,22.2
1644,30023,8.9,38.1,32.5,20.4
1645,30025,5.4,37.5,38.1,19.0
1646,30027,7.3,28.5,35.1,29.1
1647,30029,5.3,29.4,34.3,31.0
1648,30031,3.2,17.8,28.9,50.1
1649,30033,2.7,44.1,38.9,14.3
1650,30035,10.4,39.2,28.9,21.4
1651,30037,8.0,40.7,28.5,22.7
1652,30039,7.8,31.5,31.8,28.9
1653,30041,9.3,30.2,35.1,25.4
1654,30043,5.7,26.5,32.8,35.0
1655,30045,5.6,32.2,35.6,26.6
1656,30047,8.2,28.5,33.7,29.6
1657,30049,4.4,23.6,32.0,40.1
1658,30051,29.8,21.5,33.5,15.2
1659,30053,10.4,37.3,32.7,19.6
1660,30055,7.5,38.8,36.5,17.2
1661,30057,4.6,30.8,33.4,31.2
1662,30059,4.8,40.3,25.7,29.3
1663,30061,11.1,37.0,35.8,16.1
1664,30063,4.4,21.7,31.0,43.0
1665,30065,8.5,42.8,32.5,16.3
1666,30067,5.5,29.9,33.1,31.5
1667,30069,1.1,39.4,26.9,32.6
1668,30071,9.1,39.5,34.2,17.2
1669,30073,7.0,33.5,35.6,24.0
1670,30075,5.9,29.7,40.0,24.4
1671,30077,10.6,37.8,31.1,20.4
1672,30079,12.0,30.7,35.0,22.2
1673,30081,8.4,30.4,33.4,27.8
1674,30083,7.7,35.2,38.2,18.9
1675,30085,12.5,31.6,38.6,17.4
1676,30087,10.0,30.7,41.5,17.8
1677,30089,11.2,41.9,29.1,17.9
1678,30091,8.1,32.1,35.9,23.9
1679,30093,7.5,32.0,33.3,27.2
1680,30095,6.0,35.5,33.4,25.0
1681,30097,5.4,36.6,32.6,25.4
1682,30099,8.0,31.8,35.3,24.9
1683,30101,11.2,40.0,33.5,15.2
1684,30103,10.2,31.5,32.9,25.4
1685,30105,6.1,34.5,37.9,21.5
1686,30107,18.2,34.2,28.1,19.6
1687,30109,11.3,37.2,28.1,23.4
1688,30111,5.9,30.2,31.8,32.1
1689,30113,,,,
1690,31000,8.6,26.1,33.4,31.9
1691,31001,10.0,28.1,37.6,24.3
1692,31003,7.0,33.8,40.8,18.4
1693,31005,6.3,25.9,41.6,26.2
1694,31007,3.0,25.6,48.1,23.3
1695,31009,5.0,31.0,41.0,23.0
1696,31011,5.1,37.6,36.3,21.1
1697,31013,9.3,33.0,40.5,17.1
1698,31015,4.0,43.9,35.4,16.7
1699,31017,4.9,40.8,33.6,20.7
1700,31019,6.9,25.6,32.9,34.6
1701,31021,8.7,35.7,34.2,21.3
1702,31023,7.0,37.6,34.1,21.4
1703,31025,5.6,29.9,36.8,27.7
1704,31027,7.5,35.4,36.1,21.0
1705,31029,11.9,25.8,41.3,21.0
1706,31031,5.0,31.5,40.5,22.9
1707,31033,6.4,27.6,40.6,25.4
1708,31035,8.5,34.4,37.2,19.9
1709,31037,30.7,28.9,24.9,15.4
1710,31039,11.6,35.1,29.5,23.8
1711,31041,6.6,30.0,39.4,24.0
1712,31043,23.5,35.3,28.2,13.0
1713,31045,3.9,25.7,33.5,36.9
1714,31047,22.0,31.6,30.6,15.8
1715,31049,10.8,33.6,39.7,15.9
1716,31051,12.1,35.3,31.4,21.2
1717,31053,11.1,35.2,34.8,19.0
1718,31055,9.4,21.4,29.5,39.7
1719,31057,16.9,24.3,35.6,23.3
1720,31059,7.9,33.5,37.2,21.4
1721,31061,7.5,35.3,39.9,17.3
1722,31063,4.1,29.2,45.2,21.5
1723,31065,11.3,33.0,38.3,17.4
1724,31067,10.0,35.7,33.5,20.8
1725,31069,5.9,31.9,39.8,22.5
1726,31071,3.7,31.3,39.6,25.5
1727,31073,7.0,27.5,35.9,29.5
1728,31075,3.0,35.8,34.3,26.8
1729,31077,6.1,34.3,43.3,16.3
1730,31079,15.4,31.3,31.8,21.5
1731,31081,4.9,30.0,40.1,25.0
1732,31083,7.0,27.2,43.5,22.4
1733,31085,9.8,26.3,45.6,18.3
1734,31087,7.9,33.5,41.0,17.6
1735,31089,6.5,33.0,38.1,22.4
1736,31091,6.5,35.2,31.9,26.4
1737,31093,5.1,36.2,37.5,21.1
1738,31095,8.9,37.3,36.0,17.8
1739,31097,13.7,42.8,26.1,17.5
1740,31099,3.6,29.2,40.6,26.7
1741,31101,8.5,31.7,39.3,20.5
1742,31103,4.9,32.1,37.9,25.0
1743,31105,11.3,36.3,36.3,16.1
1744,31107,7.9,33.8,36.7,21.6
1745,31109,6.3,21.5,32.6,39.5
1746,31111,6.5,28.5,41.8,23.2
1747,31113,6.0,30.1,44.2,19.6
1748,31115,1.9,29.4,43.3,25.3
1749,31117,10.8,23.8,43.3,22.0
1750,31119,9.6,30.4,37.0,23.0
1751,31121,5.8,35.3,41.1,17.8
1752,31123,12.5,32.3,35.7,19.5
1753,31125,6.8,37.7,37.2,18.3
1754,31127,8.2,29.9,34.1,27.8
1755,31129,8.1,34.0,37.0,20.9
1756,31131,7.2,35.3,34.0,23.4
1757,31133,12.4,40.6,30.0,17.1
1758,31135,12.0,25.8,34.2,28.1
1759,31137,6.7,29.9,39.9,23.5
1760,31139,4.6,33.3,39.0,23.2
1761,31141,11.1,29.8,37.4,21.8
1762,31143,8.6,31.0,38.5,21.8
1763,31145,7.5,32.6,40.8,19.1
1764,31147,7.8,36.2,37.0,19.0
1765,31149,3.3,34.0,39.5,23.2
1766,31151,16.5,33.3,32.4,17.8
1767,31153,4.5,21.7,34.0,39.8
1768,31155,6.8,31.0,36.8,25.4
1769,31157,12.0,28.7,36.4,22.9
1770,31159,6.0,28.6,36.5,28.9
1771,31161,9.4,32.8,34.9,22.8
1772,31163,7.0,36.2,36.5,20.2
1773,31165,6.8,29.4,33.2,30.6
1774,31167,6.3,31.6,44.2,17.8
1775,31169,7.6,35.6,37.9,18.8
1776,31171,6.1,22.8,46.3,24.7
1777,31173,10.9,32.9,39.9,16.4
1778,31175,7.7,34.2,33.9,24.2
1779,31177,4.4,31.6,34.0,29.9
1780,31179,4.0,27.5,36.1,32.4
1781,31181,6.2,35.5,35.3,23.0
1782,31183,4.4,32.5,43.7,19.4
1783,31185,6.4,27.9,37.3,28.4
1784,32000,13.3,28.1,33.9,24.7
1785,32001,8.4,31.6,41.2,18.8
1786,32003,13.9,28.5,33.1,24.5
1787,32005,6.8,24.4,39.4,29.4
1788,32007,13.7,32.8,37.0,16.6
1789,32009,11.7,40.6,31.6,16.1
1790,32011,5.4,47.4,38.4,8.8
1791,32013,17.6,30.8,34.8,16.8
1792,32015,11.7,38.0,37.9,12.4
1793,32017,13.8,34.3,32.3,19.6
1794,32019,13.1,32.8,39.6,14.4
1795,32021,11.0,35.7,38.3,14.9
1796,32023,13.9,38.9,36.4,10.7
1797,32027,19.1,37.2,32.6,11.1
1798,32029,6.4,27.8,34.5,31.4
1799,32031,11.4,23.5,34.3,30.8
1800,32033,11.9,41.5,33.4,13.2
1801,32510,13.0,26.0,38.9,22.2
1802,33000,6.9,27.4,28.6,37.0
1803,33001,6.8,29.5,31.2,32.6
1804,33003,5.8,29.5,30.4,34.3
1805,33005,6.6,31.4,28.8,33.1
1806,33007,12.2,39.0,30.6,18.2
1807,33009,7.2,26.5,25.7,40.6
1808,33011,7.9,25.8,28.2,38.1
1809,33013,6.8,27.7,29.9,35.6
1810,33015,4.9,25.4,28.3,41.4
1811,33017,7.2,27.6,29.4,35.8
1812,33019,8.8,36.4,26.7,28.1
1813,34000,10.2,27.2,22.9,39.7
1814,34001,13.0,32.0,26.9,28.1
1815,34003,7.5,22.7,20.5,49.3
1816,34005,6.3,28.1,27.6,38.0
1817,34007,11.3,29.5,26.7,32.5
1818,34009,7.5,32.0,27.7,32.8
1819,34011,20.6,39.4,24.4,15.6
1820,34013,13.9,28.0,22.6,35.5
1821,34015,7.1,32.0,27.9,33.0
1822,34017,15.2,25.1,17.4,42.3
1823,34019,5.0,21.0,21.3,52.7
1824,34021,11.5,24.6,21.3,42.6
1825,34023,10.2,25.3,21.0,43.6
1826,34025,6.6,23.4,24.0,46.0
1827,34027,5.5,20.1,20.4,54.1
1828,34029,8.0,34.0,28.0,30.0
1829,34031,16.3,34.5,21.0,28.2
1830,34033,11.2,38.4,29.4,21.0
1831,34035,5.5,20.3,19.6,54.7
1832,34037,5.1,30.6,28.2,36.1
1833,34039,13.6,28.6,21.8,36.0
1834,34041,8.5,30.6,27.9,33.0
1835,35000,14.4,26.5,31.8,27.3
1836,35001,11.1,23.2,31.3,34.4
1837,35003,5.9,47.1,31.3,15.7
1838,35005,21.8,27.7,32.5,18.0
1839,35006,17.0,32.2,36.6,14.2
1840,35007,11.8,29.4,37.1,21.7
1841,35009,18.1,26.7,36.0,19.2
1842,35011,15.7,36.2,35.0,13.0
1843,35013,20.6,22.7,29.6,27.1
1844,35015,15.6,36.6,31.6,16.2
1845,35017,12.5,26.5,32.2,28.8
1846,35019,17.3,47.5,27.6,7.6
1847,35021,14.6,26.5,37.2,21.7
1848,35023,17.7,35.1,32.5,14.6
1849,35025,25.7,31.5,29.2,13.6
1850,35027,10.5,29.9,33.9,25.8
1851,35028,2.4,8.8,21.4,67.4
1852,35029,30.2,34.4,22.9,12.5
1853,35031,22.8,34.4,31.4,11.4
1854,35033,10.8,34.1,44.2,11.0
1855,35035,16.6,27.3,38.7,17.5
1856,35037,18.1,35.7,29.2,17.1
1857,35039,13.6,32.2,35.0,19.3
1858,35041,20.0,28.1,28.0,23.9
1859,35043,10.1,25.5,34.0,30.5
1860,35045,15.1,30.5,39.5,14.9
1861,35047,16.7,27.6,34.2,21.4
1862,35049,10.7,22.3,26.0,41.0
1863,35051,16.0,28.6,34.2,21.1
1864,35053,18.2,37.4,22.4,22.0
1865,35055,9.9,28.2,33.2,28.7
1866,35057,15.4,37.7,32.0,14.8
1867,35059,18.1,46.8,23.4,11.7
1868,35061,15.5,33.0,32.9,18.5
1869,36000,13.2,26.0,24.3,36.6
1870,36001,7.9,23.0,27.4,41.8
1871,36003,9.2,36.7,33.3,20.9
1872,36005,27.2,27.9,24.8,20.1
1873,36007,9.3,31.5,30.8,28.4
1874,36009,11.2,39.2,30.6,19.1
1875,36011,12.2,33.3,31.9,22.6
1876,36013,11.2,35.5,31.1,22.2
1877,36015,9.7,35.3,31.7,23.3
1878,36017,11.9,39.0,30.5,18.7
1879,36019,12.4,37.7,27.1,22.9
1880,36021,9.7,30.0,27.7,32.7
1881,36023,9.3,32.1,30.7,28.0
1882,36025,11.1,37.6,28.8,22.6
1883,36027,8.9,26.8,29.2,35.0
1884,36029,8.2,27.6,29.9,34.4
1885,36031,8.5,34.4,30.2,26.8
1886,36033,12.6,37.7,30.6,19.1
1887,36035,12.7,35.7,33.4,18.2
1888,36037,7.8,36.0,34.0,22.3
1889,36039,13.3,38.7,25.9,22.1
1890,36041,22.5,27.2,33.4,16.8
1891,36043,10.2,36.9,31.4,21.5
1892,36045,9.0,34.7,34.1,22.2
1893,36047,17.6,25.7,19.2,37.5
1894,36049,9.9,44.7,27.1,18.4
1895,36051,9.4,31.9,32.2,26.5
1896,36053,8.0,34.8,31.0,26.2
1897,36055,9.6,23.4,28.4,38.6
1898,36057,13.2,35.4,33.6,17.8
1899,36059,8.6,22.7,22.8,46.0
1900,36061,12.7,12.4,13.5,61.3
1901,36063,8.8,33.2,33.4,24.6
1902,36065,11.5,31.9,30.9,25.7
1903,36067,9.0,25.4,29.7,35.9
1904,36069,6.1,26.4,31.2,36.3
1905,36071,10.3,29.3,30.2,30.3
1906,36073,12.3,38.3,33.2,16.2
1907,36075,11.8,37.5,31.7,19.0
1908,36077,8.3,31.3,29.4,31.1
1909,36079,7.0,27.1,26.3,39.6
1910,36081,18.0,27.5,22.3,32.2
1911,36083,8.1,29.0,30.9,32.0
1912,36085,11.3,30.4,24.5,33.9
1913,36087,11.8,22.5,24.6,41.1
1914,36089,11.3,36.8,28.0,23.8
1915,36091,6.0,24.9,27.8,41.4
1916,36093,9.3,29.5,29.1,32.1
1917,36095,10.3,35.7,31.5,22.4
1918,36097,9.6,33.5,33.5,23.5
1919,36099,15.2,35.2,28.5,21.1
1920,36101,9.5,36.7,30.1,23.6
1921,36103,9.4,27.3,26.9,36.3
1922,36105,13.3,33.8,28.2,24.8
1923,36107,8.8,35.9,29.2,26.0
1924,36109,5.6,19.0,21.9,53.5
1925,36111,9.3,29.7,28.6,32.5
1926,36113,8.1,30.6,30.0,31.3
1927,36115,12.1,38.7,28.6,20.5
1928,36117,10.8,33.7,32.8,22.6
1929,36119,11.9,19.2,19.9,48.9
1930,36121,10.1,40.0,32.2,17.7
1931,36123,13.6,32.6,28.5,25.2
1932,37000,12.2,25.7,30.9,31.3
1933,37001,13.7,27.7,33.8,24.8
1934,37003,17.6,38.7,29.5,14.2
1935,37005,22.5,29.0,31.2,17.3
1936,37007,19.3,40.2,29.2,11.3
1937,37009,14.9,31.8,33.7,19.7
1938,37011,16.4,30.2,32.7,20.7
1939,37013,12.3,32.5,34.6,20.6
1940,37015,21.6,38.1,26.6,13.6
1941,37017,18.7,33.4,32.1,15.8
1942,37019,8.7,27.9,33.5,29.9
1943,37021,8.9,23.2,27.7,40.1
1944,37023,18.4,31.4,33.8,16.4
1945,37025,10.1,25.2,32.5,32.3
1946,37027,20.0,32.5,31.7,15.7
1947,37029,13.5,29.4,40.0,17.1
